,Portfolio,Symbol,Num.Txns,Num.Trades,Net.Trading.PL,Avg.Trade.PL,Med.Trade.PL,Largest.Winner,Largest.Loser,Gross.Profits,Gross.Losses,Std.Dev.Trade.PL,Std.Err.Trade.PL,Percent.Positive,Percent.Negative,Profit.Factor,Avg.Win.Trade,Med.Win.Trade,Avg.Losing.Trade,Med.Losing.Trade,Avg.Daily.PL,Med.Daily.PL,Std.Dev.Daily.PL,Std.Err.Daily.PL,Ann.Sharpe,Max.Drawdown,Profit.To.Max.Draw,Avg.WinLoss.Ratio,Med.WinLoss.Ratio,Max.Equity,Min.Equity,End.Equity
ANN.AX,multipleSymbols,ANN.AX,4,2,29.9999000000003,14.99995,14.99995,79.9999,-50,79.9999,-50,91.923810843573,64.99995,50,50,1.599998,79.9999,79.9999,-50,-50,14.99995,14.99995,91.923810843573,64.99995,2.59037154884303,-113.000199999999,0.265485370822356,1.599998,1.599998,125,-113.000199999999,29.9999000000003
ANO.AX,multipleSymbols,ANO.AX,4,2,138.2961,69.14805,69.14805,138.795,-0.498900000000002,138.795,-0.498900000000002,98.4956612679209,69.64695,50,50,278.202044497894,138.795,138.795,-0.498900000000002,-0.498900000000002,69.14805,69.14805,98.4956612679209,69.64695,11.144564639091,-49.427,2.79798693022033,278.202044497894,278.202044497894,138.2961,-3.49230000000001,138.2961
ANX.AX,multipleSymbols,ANX.AX,2,1,2.8,2.8,2.8,2.8,0,2.8,0,NA,NA,100,0,NA,2.8,2.8,NA,NA,2.8,2.8,NA,NA,NA,-1.5,1.86666666666667,NA,NA,4,-0.100000000000001,2.8
AOA.AX,multipleSymbols,AOA.AX,4,2,2.22044604925031E-16,8.32667268468867E-17,8.32667268468867E-17,0.1,-0.0999999999999999,0.1,-0.0999999999999999,0.14142135623731,0.1,50,50,1,0.1,0.1,-0.0999999999999999,-0.0999999999999999,8.32667268468867E-17,8.32667268468867E-17,0.14142135623731,0.1,9.34666690737425E-15,-0.4,5.55111512312578E-16,1,1,0.3,-0.1,2.22044604925031E-16
AON.AX,multipleSymbols,AON.AX,6,3,-0.737899999999998,-0.245966666666665,-0.6,1.8621,-2,1.8621,-2.6,1.95523880979622,1.12885765316585,33.3333333333333,66.6666666666667,0.716192307692309,1.8621,1.8621,-1.3,-1.3,-0.245966666666665,-0.6,1.95523880979622,1.12885765316585,-1.99699380214126,-5.6276,-0.131121614898002,1.43238461538462,1.43238461538462,4.1897,-1.4379,-0.737899999999998
AOP.AX,multipleSymbols,AOP.AX,2,1,-0.843300000000003,-0.843300000000002,-0.843300000000002,0,-0.843300000000002,0,-0.843300000000002,NA,NA,0,100,0,NA,NA,-0.843300000000002,-0.843300000000002,-0.843300000000002,-0.843300000000002,NA,NA,NA,-2.53,-0.333320158102768,NA,NA,1.265,-1.265,-0.843300000000003
APC.AX,multipleSymbols,APC.AX,4,2,1.5,0.750000000000001,0.750000000000001,1.5,0,1.5,0,1.06066017177982,0.750000000000001,50,0,NA,1.5,1.5,NA,NA,0.750000000000001,0.750000000000001,1.06066017177982,0.750000000000001,11.2249721603218,-2,0.75,NA,NA,2,-1.3,1.5
APD.AX,multipleSymbols,APD.AX,4,2,-3,-1.5,-1.5,0,-2,0,-3,0.707106781186552,0.500000000000003,0,100,0,NA,NA,-1.5,-1.5,-1.5,-1.5,0.707106781186552,0.500000000000003,-33.6749164809652,-7.5,-0.4,NA,NA,4.5,-3,-3
APE.AX,multipleSymbols,APE.AX,6,3,-112,-37.3333333333334,6.99999999999985,23,-142,29.9999999999999,-142,90.996336922611,52.5367596175393,66.6666666666667,33.3333333333333,0.211267605633802,14.9999999999999,14.9999999999999,-142,-142,-37.3333333333334,6.99999999999985,90.996336922611,52.5367596175393,-6.51288077873392,-233,-0.48068669527897,0.105633802816901,0.105633802816901,60,-173,-112
APH.AX,multipleSymbols,APH.AX,2,1,-3.5,-3.5,-3.5,0,-3.5,0,-3.5,NA,NA,0,100,0,NA,NA,-3.5,-3.5,-3.5,-3.5,NA,NA,NA,-7.5,-0.466666666666667,NA,NA,0,-7.5,-3.5
APT.AX,multipleSymbols,APT.AX,18,9,3564.0004,396.000044444445,214.9999,1606.0006,-403.9999,4172.0004,-607.999999999999,677.517624032802,225.839208010934,77.7777777777778,22.2222222222222,6.86184276315791,596.000057142857,346.0001,-303.999999999999,-303.999999999999,396.000044444445,214.9999,677.517624032802,225.839208010934,9.27843881492713,-1008.9998,3.53221120559191,1.9605265037594,1.13815822368421,3564.0004,-28,3564.0004
APX.AX,multipleSymbols,APX.AX,12,6,-605.9999,-100.999983333333,-59.5000000000001,306.0001,-775,372.0001,-978,361.134900390424,147.432705711228,33.3333333333333,66.6666666666667,0.380368200408998,186.00005,186.00005,-244.5,-80.0000000000001,-100.999983333333,-59.5000000000001,361.134900390424,147.432705711228,-4.4396845284038,-1146.0001,-0.52879567811556,0.760736400817995,2.325000625,273.0002,-872.9999,-605.9999
APZ.AX,multipleSymbols,APZ.AX,2,1,-9,-9.00000000000001,-9.00000000000001,0,-9.00000000000001,0,-9.00000000000001,NA,NA,0,100,0,NA,NA,-9.00000000000001,-9.00000000000001,-9.00000000000001,-9.00000000000001,NA,NA,NA,-17,-0.529411764705882,NA,NA,8,-9,-9
AQI.AX,multipleSymbols,AQI.AX,4,2,-2.5,-1.25,-1.25,1.5,-4,1.5,-4,3.88908729652601,2.75,50,50,0.375,1.5,1.5,-4,-4,-1.25,-1.25,3.88908729652601,2.75,-5.10226007287356,-5,-0.5,0.375,0.375,2.5,-2.5,-2.5
AQZ.AX,multipleSymbols,AQZ.AX,8,4,-28,-6.99999999999999,-9.5,12,-21,12,-40,13.7840487520902,6.89202437604511,25,75,0.3,12,12,-13.3333333333333,-10,-6.99999999999999,-9.5,13.7840487520902,6.89202437604511,-8.06160490747409,-44,-0.636363636363636,0.900000000000001,1.2,16,-28,-28
AR9.AX,multipleSymbols,AR9.AX,2,1,-0.5,-0.5,-0.5,0,-0.5,0,-0.5,NA,NA,0,100,0,NA,NA,-0.5,-0.5,-0.5,-0.5,NA,NA,NA,-2,-0.25,NA,NA,1.5,-0.5,-0.5
ARA.AX,multipleSymbols,ARA.AX,4,2,2,1,1,1,0,2,0,0,0,100,0,NA,1,1,NA,NA,1,1,0,0,NA,-3.00000000000001,0.666666666666665,NA,NA,3.00000000000001,0,2
ARB.AX,multipleSymbols,ARB.AX,6,3,178.0001,59.3333666666666,31.0001999999997,221.9999,-75,253.0001,-75,150.513492418532,86.8990053645099,66.6666666666667,33.3333333333333,3.37333466666666,126.50005,126.50005,-75,-75,59.3333666666666,31.0001999999997,150.513492418532,86.8990053645099,6.25783098082766,-452.9999,0.39293628983141,1.68666733333333,1.68666733333333,630.0001,-83,178.0001
ARC.AX,multipleSymbols,ARC.AX,4,2,13.5,6.75,6.75,13,0,13.5,0,8.83883476483184,6.25,100,0,NA,6.75,6.75,NA,NA,6.75,6.75,8.83883476483184,6.25,12.1229699331476,-7.5,1.8,NA,NA,18.5,0,13.5
ARF.AX,multipleSymbols,ARF.AX,8,4,27.0000000000001,6.75000000000001,14.5,18.0000000000001,-20,47.0000000000001,-20,18.0254449783263,9.01272248916313,75,25,2.35,15.6666666666667,17,-20,-20,6.75000000000001,14.5,18.0254449783263,9.01272248916313,5.94453719322638,-26,1.03846153846154,0.783333333333334,0.849999999999999,48.0000000000001,-26,27.0000000000001
ARL.AX,multipleSymbols,ARL.AX,4,2,93.2788,46.6394,46.6394,110,-16.7212,110,-16.7212,89.6054198400967,63.3606,50,50,6.57847522905055,110,110,-16.7212,-16.7212,46.6394,46.6394,89.6054198400967,63.3606,8.26264218732326,-28.3332,3.29220843392204,6.57847522905055,6.57847522905055,93.2788,-20.9015,93.2788
ARR.AX,multipleSymbols,ARR.AX,10,5,-16.5431,-3.30862,-2.5,0.899999999999999,-11,0.899999999999999,-17.4431,4.55486020883188,2.03699541099139,20,80,0.0515963332205857,0.899999999999999,0.899999999999999,-4.360775,-2.72155,-3.30862,-2.5,4.55486020883188,2.03699541099139,-11.5311363705621,-21.7,-0.762354838709677,0.206385332882343,0.330693906046187,3.6569,-18.0431,-16.5431
ARU.AX,multipleSymbols,ARU.AX,4,2,-17,-8.5,-8.5,1,-18,1,-18,13.4350288425444,9.5,50,50,0.0555555555555556,1,1,-18,-18,-8.5,-8.5,13.4350288425444,9.5,-10.0433961434458,-18.5,-0.918918918918919,0.0555555555555556,0.0555555555555556,1,-17.5,-17
ARV.AX,multipleSymbols,ARV.AX,4,2,2.5,1.25,1.25,4,-1.5,4,-1.5,3.88908729652601,2.75,50,50,2.66666666666667,4,4,-1.5,-1.5,1.25,1.25,3.88908729652601,2.75,5.10226007287356,-2.6,0.961538461538462,2.66666666666667,2.66666666666667,3.5,-2.5,2.5
AS1.AX,multipleSymbols,AS1.AX,2,1,-1.5,-1.5,-1.5,0,-1.5,0,-1.5,NA,NA,0,100,0,NA,NA,-1.5,-1.5,-1.5,-1.5,NA,NA,NA,-1.5,-1,NA,NA,0,-1.5,-1.5
ASB.AX,multipleSymbols,ASB.AX,2,1,80,80,80,80,0,80,0,NA,NA,100,0,NA,80,80,NA,NA,80,80,NA,NA,NA,-5,16,NA,NA,80,-2,80
ASG.AX,multipleSymbols,ASG.AX,6,3,-3.5,-1.16666666666667,-6.00000000000001,19,-16.5,19,-22.5,18.2368674210604,10.5290603147247,33.3333333333333,66.6666666666667,0.844444444444444,19,19,-11.25,-11.25,-1.16666666666667,-6.00000000000001,18.2368674210604,10.5290603147247,-1.01553949753808,-36,-0.0972222222222222,1.68888888888889,1.68888888888889,11.5,-34.5,-3.5
ASH.AX,multipleSymbols,ASH.AX,8,4,2,0.499999999999999,0.249999999999997,3.5,-2,5.5,-3.5,2.67706306736817,1.33853153368408,50,50,1.57142857142857,2.75,2.75,-1.75,-1.75,0.499999999999999,0.249999999999997,2.67706306736817,1.33853153368408,2.96491107361057,-4.5,0.444444444444443,1.57142857142857,1.57142857142857,3,-2.5,2
ASM.AX,multipleSymbols,ASM.AX,4,2,209,104.5,104.5,133,0,209,0,40.3050865276332,28.5,100,0,NA,104.5,104.5,NA,NA,104.5,104.5,40.3050865276332,28.5,41.1582312545133,-269,0.776951672862454,NA,NA,425,-87,209
ASN.AX,multipleSymbols,ASN.AX,6,3,11.7,3.9,5.7,8,-2,13.7,-2,5.2373657500694,3.02379452564709,66.6666666666667,33.3333333333333,6.85,6.85,6.85,-2,-2,3.9,5.7,5.2373657500694,3.02379452564709,11.8209389287145,-10,1.17,3.425,3.425,16.9,0,11.7
ASO.AX,multipleSymbols,ASO.AX,6,3,-6.9,-2.3,-2.5,0.600000000000001,-5,0.600000000000001,-7.5,2.80535202782111,1.61967074843418,33.3333333333333,66.6666666666667,0.0800000000000001,0.600000000000001,0.600000000000001,-3.75,-3.75,-2.3,-2.5,2.80535202782111,1.61967074843418,-13.0148971432471,-8,-0.8625,0.16,0.16,0.600000000000001,-7.4,-6.9
ASQ.AX,multipleSymbols,ASQ.AX,2,1,-0.300000000000001,-0.3,-0.3,0,-0.3,0,-0.3,NA,NA,0,100,0,NA,NA,-0.3,-0.3,-0.3,-0.3,NA,NA,NA,-2.1,-0.142857142857143,NA,NA,0.9,-1.2,-0.300000000000001
ASX.AX,multipleSymbols,ASX.AX,4,2,-158.999599999999,-79.4998,-79.4998,556.000600000002,-715.000200000002,556.000600000002,-715.000200000002,898.733284573529,635.500400000001,50,50,0.777622999266294,556.000600000002,556.000600000002,-715.000200000002,-715.000200000002,-79.4998,-79.4998,898.733284573529,635.500400000001,-1.40422105438667,-847.999600000001,-0.187499616745101,0.777622999266294,0.777622999266294,659.999900000001,-187.9997,-158.999599999999
ATC.AX,multipleSymbols,ATC.AX,2,1,0.500000000000001,0.5,0.5,0.5,0,0.5,0,NA,NA,100,0,NA,0.5,0.5,NA,NA,0.5,0.5,NA,NA,NA,-0.8,0.625000000000001,NA,NA,1,-0.0999999999999988,0.500000000000001
ATL.AX,multipleSymbols,ATL.AX,2,1,18.5,18.5,18.5,18.5,0,18.5,0,NA,NA,100,0,NA,18.5,18.5,NA,NA,18.5,18.5,NA,NA,NA,-7,2.64285714285714,NA,NA,18.5,0,18.5
ATM.AX,multipleSymbols,ATM.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0
ATP.AX,multipleSymbols,ATP.AX,2,1,-0.4,-0.4,-0.4,0,-0.4,0,-0.4,NA,NA,0,100,0,NA,NA,-0.4,-0.4,-0.4,-0.4,NA,NA,NA,-0.5,-0.8,NA,NA,0,-0.5,-0.4
ATR.AX,multipleSymbols,ATR.AX,4,2,7.49999999999999,3.75,3.75,7.5,0,7.5,0,5.3033008588991,3.75,50,0,NA,7.5,7.5,NA,NA,3.75,3.75,5.3033008588991,3.75,11.2249721603218,-9,0.833333333333333,NA,NA,7.49999999999999,-5,7.49999999999999
ATS.AX,multipleSymbols,ATS.AX,6,3,0.500000000000001,0.166666666666665,0.5,3,-3,3.5,-3,3.01385688667085,1.74005108481843,66.6666666666667,33.3333333333333,1.16666666666666,1.75,1.75,-3,-3,0.166666666666665,0.5,3.01385688667085,1.74005108481843,0.877862290928849,-3.6,0.138888888888889,0.583333333333332,0.583333333333332,3.5,-0.5,0.500000000000001
ATU.AX,multipleSymbols,ATU.AX,2,1,-3,-3,-3,0,-3,0,-3,NA,NA,0,100,0,NA,NA,-3,-3,-3,-3,NA,NA,NA,-5,-0.6,NA,NA,2,-3,-3
ATX.AX,multipleSymbols,ATX.AX,2,1,-3,-3,-3,0,-3,0,-3,NA,NA,0,100,0,NA,NA,-3,-3,-3,-3,NA,NA,NA,-4,-0.75,NA,NA,0,-4,-3
AUB.AX,multipleSymbols,AUB.AX,4,2,34.0001,17.00005,17.00005,54.0001,-20.0000000000001,54.0001,-20.0000000000001,52.3259725184827,37.0000500000001,50,50,2.70000499999999,54.0001,54.0001,-20.0000000000001,-20.0000000000001,17.00005,17.00005,52.3259725184827,37.0000500000001,5.15742784061314,-92,0.369566304347826,2.70000499999999,2.70000499999999,66.0001000000002,-44,34.0001
AUC.AX,multipleSymbols,AUC.AX,6,3,-0.8,-0.266666666666667,0,0.2,-1,0.2,-1,0.642910050732864,0.371184290855335,33.3333333333333,33.3333333333333,0.2,0.2,0.2,-1,-1,-0.266666666666667,0,0.642910050732864,0.371184290855335,-6.58443913402481,-1.8,-0.444444444444444,0.2,0.2,0.5,-1.3,-0.8
AUH.AX,multipleSymbols,AUH.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,-0.1,0,NA,NA,0.1,-0.1,0
AUI.AX,multipleSymbols,AUI.AX,2,1,-17,-17,-17,0,-17,0,-17,NA,NA,0,100,0,NA,NA,-17,-17,-17,-17,NA,NA,NA,-29,-0.586206896551724,NA,NA,0,-29,-17
AUL.AX,multipleSymbols,AUL.AX,4,2,-51.5,-25.75,-25.75,0,-44.5,0,-51.5,26.5165042944955,18.75,0,100,0,NA,NA,-25.75,-25.75,-25.75,-25.75,26.5165042944955,18.75,-15.4156284335086,-56,-0.919642857142857,NA,NA,2,-54,-51.5
AUQ.AX,multipleSymbols,AUQ.AX,2,1,-0.4,-0.4,-0.4,0,-0.4,0,-0.4,NA,NA,0,100,0,NA,NA,-0.4,-0.4,-0.4,-0.4,NA,NA,NA,-0.600000000000001,-0.666666666666667,NA,NA,0,-0.600000000000001,-0.4
AUR.AX,multipleSymbols,AUR.AX,2,1,2.3,2.3,2.3,2.3,0,2.3,0,NA,NA,100,0,NA,2.3,2.3,NA,NA,2.3,2.3,NA,NA,NA,-2.5,0.92,NA,NA,4.3,0,2.3
AUT.AX,multipleSymbols,AUT.AX,2,1,12.8,12.8,12.8,12.8,0,12.8,0,NA,NA,100,0,NA,12.8,12.8,NA,NA,12.8,12.8,NA,NA,NA,-3,4.26666666666667,NA,NA,12.8,-0.8,12.8
AUZ.AX,multipleSymbols,AUZ.AX,8,4,-0.2,-0.0500000000000007,-0.1,0.999999999999998,-1,1.3,-1.5,0.881286937760152,0.440643468880076,50,50,0.866666666666665,0.649999999999999,0.649999999999999,-0.750000000000001,-0.750000000000001,-0.0500000000000007,-0.1,0.881286937760152,0.440643468880076,-0.900643546739378,-4.2,-0.0476190476190476,0.866666666666665,0.866666666666665,2,-2.2,-0.2
AV1.AX,multipleSymbols,AV1.AX,2,1,2.5,2.5,2.5,2.5,0,2.5,0,NA,NA,100,0,NA,2.5,2.5,NA,NA,2.5,2.5,NA,NA,NA,-4,0.625,NA,NA,5.5,-0.5,2.5
AVA.AX,multipleSymbols,AVA.AX,4,2,13,6.5,6.5,8.5,0,13,0,2.82842712474619,2,100,0,NA,6.5,6.5,NA,NA,6.5,6.5,2.82842712474619,2,36.4811595210459,-4,3.25,NA,NA,15.5,-0.5,13
AVC.AX,multipleSymbols,AVC.AX,4,2,6,3,3,12.5,-6.49999999999999,12.5,-6.49999999999999,13.4350288425444,9.5,50,50,1.92307692307692,12.5,12.5,-6.49999999999999,-6.49999999999999,3,3,13.4350288425444,9.5,3.54472805062795,-12,0.5,1.92307692307692,1.92307692307692,12.5,0,6
AVE.AX,multipleSymbols,AVE.AX,2,1,0.9,0.9,0.9,0.9,0,0.9,0,NA,NA,100,0,NA,0.9,0.9,NA,NA,0.9,0.9,NA,NA,NA,-1.6,0.5625,NA,NA,2.4,0,0.9
AVG.AX,multipleSymbols,AVG.AX,6,3,5.5,1.83333333333333,0.5,10.5,-5.50000000000001,11,-5.50000000000001,8.08290376865476,4.66666666666667,66.6666666666667,33.3333333333333,2,5.5,5.5,-5.50000000000001,-5.50000000000001,1.83333333333333,0.5,8.08290376865476,4.66666666666667,3.60059518889387,-13.5,0.407407407407407,0.999999999999999,0.999999999999999,7,-13,5.5
AVH.AX,multipleSymbols,AVH.AX,6,3,130,43.3333333333333,-10,390,-250,390,-260,323.31615074619,186.666666666667,33.3333333333333,66.6666666666667,1.5,390,390,-130,-130,43.3333333333333,-10,323.31615074619,186.666666666667,2.12762442980092,-420,0.309523809523809,3,3,550,-30,130
AVJ.AX,multipleSymbols,AVJ.AX,2,1,-2.50000000000001,-2.5,-2.5,0,-2.5,0,-2.5,NA,NA,0,100,0,NA,NA,-2.5,-2.5,-2.5,-2.5,NA,NA,NA,-6,-0.416666666666668,NA,NA,3.49999999999999,-2.50000000000001,-2.50000000000001
AVL.AX,multipleSymbols,AVL.AX,4,2,1,0.5,0.5,0.7,0,1,0,0.282842712474619,0.2,100,0,NA,0.5,0.5,NA,NA,0.5,0.5,0.282842712474619,0.2,28.0624304008046,-1.7,0.588235294117647,NA,NA,1.8,-0.1,1
AVN.AX,multipleSymbols,AVN.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,-19,0,NA,NA,1,-18,0
AVR.AX,multipleSymbols,AVR.AX,2,1,-310,-310,-310,0,-310,0,-310,NA,NA,0,100,0,NA,NA,-310,-310,-310,-310,NA,NA,NA,-310,-1,NA,NA,0,-310,-310
AVW.AX,multipleSymbols,AVW.AX,6,3,-0.0999999999999999,-0.0333333333333333,0,0.1,-0.2,0.1,-0.2,0.152752523165195,0.0881917103688197,33.3333333333333,33.3333333333333,0.5,0.1,0.1,-0.2,-0.2,-0.0333333333333333,0,0.152752523165195,0.0881917103688197,-3.46410161513775,-0.4,-0.25,0.5,0.5,0.3,-0.2,-0.0999999999999999
AVZ.AX,multipleSymbols,AVZ.AX,10,5,30.5,6.1,6,26.5,-21,51.5,-21,17.5655913649384,7.85557127139713,80,20,2.45238095238095,12.875,10.5,-21,-21,6.1,6,17.5655913649384,7.85557127139713,5.51273771392913,-42,0.726190476190476,0.613095238095238,0.5,45.5,-7,30.5
AWC.AX,multipleSymbols,AWC.AX,2,1,-3,-3.00000000000002,-3.00000000000002,0,-3.00000000000002,0,-3.00000000000002,NA,NA,0,100,0,NA,NA,-3.00000000000002,-3.00000000000002,-3.00000000000002,-3.00000000000002,NA,NA,NA,-19,-0.157894736842105,NA,NA,16,-3,-3
AWN.AX,multipleSymbols,AWN.AX,4,2,-2,-1.00000000000001,-1.00000000000001,15,-17,15,-17,22.6274169979695,16,50,50,0.88235294117647,15,15,-17,-17,-1.00000000000001,-1.00000000000001,22.6274169979695,16,-0.701560760020118,-30,-0.0666666666666667,0.88235294117647,0.88235294117647,13,-17,-2
AWV.AX,multipleSymbols,AWV.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,-0.2,0,NA,NA,0.2,-0.0999999999999996,0
AX1.AX,multipleSymbols,AX1.AX,4,2,-53.5,-26.75,-26.75,0,-50.5,0,-53.5,33.587572106361,23.75,0,100,0,NA,NA,-26.75,-26.75,-26.75,-26.75,33.587572106361,23.75,-12.642863380573,-88.5000000000001,-0.604519774011299,NA,NA,21,-67.5000000000001,-53.5
AXE.AX,multipleSymbols,AXE.AX,4,2,-4,-2,-2,0,-2.99999999999999,0,-3.99999999999999,1.41421356237309,0.999999999999995,0,100,0,NA,NA,-2,-2,-2,-2,1.41421356237309,0.999999999999995,-22.4499443206437,-17.5,-0.228571428571429,NA,NA,1.5,-16,-4
AXI.AX,multipleSymbols,AXI.AX,2,1,-0.6,-0.599999999999999,-0.599999999999999,0,-0.599999999999999,0,-0.599999999999999,NA,NA,0,100,0,NA,NA,-0.599999999999999,-0.599999999999999,-0.599999999999999,-0.599999999999999,NA,NA,NA,-1,-0.6,NA,NA,0.4,-0.6,-0.6
AYS.AX,multipleSymbols,AYS.AX,4,2,-50.6745,-25.33725,-25.33725,0,-47.6745,0,-50.6745,31.5896418961184,22.33725,0,100,0,NA,NA,-25.33725,-25.33725,-25.33725,-25.33725,31.5896418961184,22.33725,-12.7325398546873,-68.8436,-0.736081494866625,NA,NA,14.6691,-54.1745,-50.6745
AZI.AX,multipleSymbols,AZI.AX,4,2,-0.200000000000001,-0.1,-0.1,0.0999999999999999,-0.3,0.0999999999999999,-0.3,0.282842712474619,0.2,50,50,0.333333333333333,0.0999999999999999,0.0999999999999999,-0.3,-0.3,-0.1,-0.1,0.282842712474619,0.2,-5.61248608016092,-0.6,-0.333333333333335,0.333333333333333,0.333333333333333,0.399999999999999,-0.200000000000001,-0.200000000000001
AZJ.AX,multipleSymbols,AZJ.AX,6,3,19,6.33333333333335,-1.99999999999996,41,-20,41,-22,31.3421973277774,18.0954260641866,33.3333333333333,66.6666666666667,1.86363636363637,41,41,-11,-11,6.33333333333335,-1.99999999999996,31.3421973277774,18.0954260641866,3.20776966493512,-28,0.678571428571429,3.72727272727273,3.72727272727273,45,-8,19
AZY.AX,multipleSymbols,AZY.AX,4,2,-2.4,-1.2,-1.2,0,-1.4,0,-2.4,0.282842712474619,0.2,0,100,0,NA,NA,-1.2,-1.2,-1.2,-1.2,0.282842712474619,0.2,-67.349832961931,-2.4,-1,NA,NA,0,-2.4,-2.4
BAP.AX,multipleSymbols,BAP.AX,6,3,-142,-47.3333333333333,-23,5.99999999999996,-125,5.99999999999996,-148,68.8064919417734,39.7254466445767,33.3333333333333,66.6666666666667,0.0405405405405403,5.99999999999996,5.99999999999996,-74,-74,-47.3333333333333,-23,68.8064919417734,39.7254466445767,-10.9203848523218,-148,-0.959459459459459,0.0810810810810806,0.0810810810810806,6,-142,-142
BAR.AX,multipleSymbols,BAR.AX,2,1,-10.9999999999999,-10.9999999999999,-10.9999999999999,0,-10.9999999999999,0,-10.9999999999999,NA,NA,0,100,0,NA,NA,-10.9999999999999,-10.9999999999999,-10.9999999999999,-10.9999999999999,NA,NA,NA,-121,-0.09090909090909,NA,NA,12.0000000000001,-109,-10.9999999999999
BAS.AX,multipleSymbols,BAS.AX,2,1,0.1,0.1,0.1,0.1,0,0.1,0,NA,NA,100,0,NA,0.1,0.1,NA,NA,0.1,0.1,NA,NA,NA,-0.1,1,NA,NA,0.1,0,0.1
BAT.AX,multipleSymbols,BAT.AX,2,1,0.4,0.4,0.4,0.4,0,0.4,0,NA,NA,100,0,NA,0.4,0.4,NA,NA,0.4,0.4,NA,NA,NA,-0.2,2,NA,NA,0.6,0,0.4
BBC.AX,multipleSymbols,BBC.AX,8,4,33.4699,8.367475,4.47745,27.5,-2.98500000000002,37.4499,-3.98000000000003,13.9653405318011,6.98267026590056,50,50,9.40952261306527,18.72495,18.72495,-1.99000000000001,-1.99000000000001,8.367475,4.47745,13.9653405318011,6.98267026590056,9.51137191440688,-19.4023,1.72504806131232,9.40952261306527,9.40952261306527,34.4699,-7.46250000000003,33.4699
BBL.AX,multipleSymbols,BBL.AX,4,2,-4.49999999999999,-2.25,-2.25,0,-3.49999999999999,0,-4.49999999999999,1.76776695296636,1.25,0,100,0,NA,NA,-2.25,-2.25,-2.25,-2.25,1.76776695296636,1.25,-20.2049498885793,-6.5,-0.692307692307691,NA,NA,2.00000000000001,-5.00000000000001,-4.49999999999999
BBN.AX,multipleSymbols,BBN.AX,8,4,-12,-3,12,24,-60,48,-60,39.4546152771341,19.7273076385671,75,25,0.8,16,23,-60,-60,-3,12,39.4546152771341,19.7273076385671,-1.20704569705341,-97,-0.123711340206186,0.266666666666667,0.383333333333333,46,-51,-12
BC8.AX,multipleSymbols,BC8.AX,2,1,7,7,7,7,0,7,0,NA,NA,100,0,NA,7,7,NA,NA,7,7,NA,NA,NA,-3.5,2,NA,NA,10.5,0,7
BCB.AX,multipleSymbols,BCB.AX,12,6,2.4,0.4,0.9,2.5,-2,6.4,-4,1.981918262694,0.809114742583935,66.6666666666667,33.3333333333333,1.6,1.6,1.7,-2,-2,0.4,0.9,1.981918262694,0.809114742583935,3.20386731687098,-6.5,0.36923076923077,0.8,0.849999999999999,8.4,-0.599999999999996,2.4
BCC.AX,multipleSymbols,BCC.AX,2,1,-6.5,-6.5,-6.5,0,-6.5,0,-6.5,NA,NA,0,100,0,NA,NA,-6.5,-6.5,-6.5,-6.5,NA,NA,NA,-9,-0.722222222222222,NA,NA,0.5,-8.5,-6.5
BCN.AX,multipleSymbols,BCN.AX,4,2,0.5,0.25,0.25,0.300000000000001,0,0.5,0,0.0707106781186558,0.0500000000000007,100,0,NA,0.25,0.25,NA,NA,0.25,0.25,0.0707106781186558,0.0500000000000007,56.1248608016084,-1.2,0.416666666666666,NA,NA,1.2,-8.88178419700125E-16,0.5
BD1.AX,multipleSymbols,BD1.AX,2,1,-21.0000000000001,-21.0000000000001,-21.0000000000001,0,-21.0000000000001,0,-21.0000000000001,NA,NA,0,100,0,NA,NA,-21.0000000000001,-21.0000000000001,-21.0000000000001,-21.0000000000001,NA,NA,NA,-131,-0.160305343511451,NA,NA,11.9999999999999,-119,-21.0000000000001
BDA.AX,multipleSymbols,BDA.AX,2,1,-19,-19,-19,0,-19,0,-19,NA,NA,0,100,0,NA,NA,-19,-19,-19,-19,NA,NA,NA,-22.5,-0.844444444444444,NA,NA,3.5,-19,-19
BDC.AX,multipleSymbols,BDC.AX,4,2,-11.9999999999999,-5.99999999999997,-5.99999999999997,0,-10.9999999999999,0,-11.9999999999999,7.07106781186543,4.99999999999997,0,100,0,NA,NA,-5.99999999999997,-5.99999999999997,-5.99999999999997,-5.99999999999997,7.07106781186543,4.99999999999997,-13.4699665923862,-121,-0.0991735537190073,NA,NA,11.0000000000001,-110,-11.9999999999999
BDM.AX,multipleSymbols,BDM.AX,2,1,12.5,12.5,12.5,12.5,0,12.5,0,NA,NA,100,0,NA,12.5,12.5,NA,NA,12.5,12.5,NA,NA,NA,-5.5,2.27272727272727,NA,NA,18,-0.5,12.5
